=== Trace for PID 1386 ===
Process: mini_httpd

--- Self PID 1386 Trace ---
  [000] inode: 41301, pc: 0x00006364, module: mini_httpd
  [117] inode: 41301, pc: 0x00009478, module: mini_httpd, symbol: main
  [118] inode: 41301, pc: 0x00009424, module: mini_httpd, symbol: main
  [119] inode: 41301, pc: 0x00009418, module: mini_httpd, symbol: main
  [120] inode: 41301, pc: 0x000093ac, module: mini_httpd, symbol: main
  [121] inode: 41301, pc: 0x00009398, module: mini_httpd, symbol: main
  [122] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [123] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [124] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [125] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [126] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [127] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [128] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [129] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [130] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [131] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [132] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [133] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [134] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [135] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [136] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [137] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [138] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [139] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [140] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [141] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [142] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [143] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [144] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [145] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [146] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [147] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [148] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [149] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [150] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [151] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [152] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [153] inode: 41301, pc: 0x00009380, module: mini_httpd, symbol: main
  [154] inode: 41301, pc: 0x00009368, module: mini_httpd, symbol: main
  [155] inode: 16450, pc: 0x0000b344, module: libuClibc-0.9.30.so, symbol: access
  [156] inode: 41301, pc: 0x00009354, module: mini_httpd, symbol: main
  [157] inode: 41301, pc: 0x000097c8, module: mini_httpd, symbol: main
  [158] inode: 16450, pc: 0x0000b884, module: libuClibc-0.9.30.so, symbol: close
  [159] inode: 41301, pc: 0x000097b8, module: mini_httpd, symbol: main
  [160] inode: 41301, pc: 0x00009798, module: mini_httpd, symbol: main
  [161] inode: 16450, pc: 0x0000b344, module: libuClibc-0.9.30.so, symbol: access
  [162] inode: 41301, pc: 0x00009788, module: mini_httpd, symbol: main
  [163] inode: 41301, pc: 0x000096a0, module: mini_httpd, symbol: main
  [164] inode: 41301, pc: 0x00009688, module: mini_httpd, symbol: main
  [165] inode: 16450, pc: 0x0000be94, module: libuClibc-0.9.30.so, symbol: __libc_fork
  [166] inode: 41301, pc: 0x00009678, module: mini_httpd, symbol: main
  [167] inode: 16450, pc: 0x0002f950, module: libuClibc-0.9.30.so, symbol: strcpy
  [168] inode: 41301, pc: 0x00009660, module: mini_httpd, symbol: main
  [169] inode: 16450, pc: 0x000450bc, module: libuClibc-0.9.30.so, symbol: inet_ntoa
  [170] inode: 41301, pc: 0x00002104, module: mini_httpd
  [171] inode: 41301, pc: 0x00009650, module: mini_httpd, symbol: main
  [172] inode: 16450, pc: 0x0002f950, module: libuClibc-0.9.30.so, symbol: strcpy
  [173] inode: 41301, pc: 0x00009638, module: mini_httpd, symbol: main
  [174] inode: 41301, pc: 0x000095d4, module: mini_httpd, symbol: main
  [175] inode: 16450, pc: 0x0002f920, module: libuClibc-0.9.30.so, symbol: strcmp
  [176] inode: 41301, pc: 0x000095c0, module: mini_httpd, symbol: main
  [177] inode: 16450, pc: 0x000450bc, module: libuClibc-0.9.30.so, symbol: inet_ntoa
  [178] inode: 41301, pc: 0x00002104, module: mini_httpd
  [179] inode: 41301, pc: 0x000095b0, module: mini_httpd, symbol: main
  [180] inode: 41301, pc: 0x0000957c, module: mini_httpd, symbol: main
  [181] inode: 41301, pc: 0x000018a4, module: mini_httpd
  [182] inode: 16450, pc: 0x0000b884, module: libuClibc-0.9.30.so, symbol: close
  [183] inode: 41301, pc: 0x00001890, module: mini_httpd
  [184] inode: 16450, pc: 0x00012cc0, module: libuClibc-0.9.30.so, symbol: lockf64
  [185] inode: 41301, pc: 0x00001888, module: mini_httpd
  [186] inode: 41301, pc: 0x0000184c, module: mini_httpd
  [187] inode: 41301, pc: 0x00009564, module: mini_httpd, symbol: main
  [188] inode: 16450, pc: 0x000248b0, module: libuClibc-0.9.30.so, symbol: fclose
  [189] inode: 41301, pc: 0x00001920, module: mini_httpd
  [190] inode: 16450, pc: 0x0002d3b0, module: libuClibc-0.9.30.so, symbol: fread
  [191] inode: 41301, pc: 0x00001918, module: mini_httpd
  [192] inode: 41301, pc: 0x000018f4, module: mini_httpd
  [193] inode: 16450, pc: 0x00026710, module: libuClibc-0.9.30.so, symbol: fopen64
  [194] inode: 41301, pc: 0x000018c0, module: mini_httpd
  [195] inode: 41301, pc: 0x0000954c, module: mini_httpd, symbol: main
  [196] inode: 41301, pc: 0x0000183c, module: mini_httpd
  [197] inode: 41301, pc: 0x00001818, module: mini_httpd
  [198] inode: 16450, pc: 0x00012cc0, module: libuClibc-0.9.30.so, symbol: lockf64
  [199] inode: 41301, pc: 0x00001810, module: mini_httpd
  [200] inode: 41301, pc: 0x00001808, module: mini_httpd
  [201] inode: 16450, pc: 0x0000e000, module: libuClibc-0.9.30.so, symbol: open64
  [202] inode: 41301, pc: 0x000017b8, module: mini_httpd
  [203] inode: 41301, pc: 0x00009538, module: mini_httpd, symbol: main
  [204] inode: 41301, pc: 0x000094f8, module: mini_httpd, symbol: main
  [205] inode: 16450, pc: 0x00049ad4, module: libuClibc-0.9.30.so, symbol: accept
  [206] inode: 41301, pc: 0x000094dc, module: mini_httpd, symbol: main
  [207] inode: 41301, pc: 0x00009488, module: mini_httpd, symbol: main
  [208] inode: 41301, pc: 0x00009478, module: mini_httpd, symbol: main
  [209] inode: 41301, pc: 0x00009424, module: mini_httpd, symbol: main
  [210] inode: 41301, pc: 0x00009418, module: mini_httpd, symbol: main
  [211] inode: 41301, pc: 0x000093ac, module: mini_httpd, symbol: main
  [212] inode: 41301, pc: 0x00009398, module: mini_httpd, symbol: main
  [213] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [214] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [215] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [216] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [217] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [218] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [219] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [220] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [221] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [222] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [223] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [224] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [225] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [226] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [227] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [228] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [229] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [230] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [231] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [232] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [233] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [234] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [235] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [236] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [237] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [238] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [239] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [240] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [241] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [242] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [243] inode: 41301, pc: 0x00009388, module: mini_httpd, symbol: main
  [244] inode: 41301, pc: 0x00009380, module: mini_httpd, symbol: main
  [245] inode: 41301, pc: 0x00009368, module: mini_httpd, symbol: main
  [246] inode: 16450, pc: 0x0000b344, module: libuClibc-0.9.30.so, symbol: access
  [247] inode: 41301, pc: 0x00009354, module: mini_httpd, symbol: main
  [248] inode: 41301, pc: 0x000097c8, module: mini_httpd, symbol: main
  [249] inode: 16450, pc: 0x0000b884, module: libuClibc-0.9.30.so, symbol: close
  [250] inode: 41301, pc: 0x000097b8, module: mini_httpd, symbol: main
  [251] inode: 41301, pc: 0x00009798, module: mini_httpd, symbol: main
  [252] inode: 16450, pc: 0x0000b344, module: libuClibc-0.9.30.so, symbol: access
  [253] inode: 41301, pc: 0x00009788, module: mini_httpd, symbol: main
  [254] inode: 41301, pc: 0x000096a0, module: mini_httpd, symbol: main
  [255] inode: 41301, pc: 0x00009688, module: mini_httpd, symbol: main
  [256] inode: 16450, pc: 0x0000be94, module: libuClibc-0.9.30.so, symbol: __libc_fork
  [257] inode: 41301, pc: 0x00009678, module: mini_httpd, symbol: main
  [258] inode: 16450, pc: 0x0002f950, module: libuClibc-0.9.30.so, symbol: strcpy
  [259] inode: 41301, pc: 0x00009660, module: mini_httpd, symbol: main
  [260] inode: 16450, pc: 0x000450bc, module: libuClibc-0.9.30.so, symbol: inet_ntoa
  [261] inode: 41301, pc: 0x00002104, module: mini_httpd
  [262] inode: 41301, pc: 0x00009650, module: mini_httpd, symbol: main
  [263] inode: 16450, pc: 0x0002f950, module: libuClibc-0.9.30.so, symbol: strcpy
  [264] inode: 41301, pc: 0x00009638, module: mini_httpd, symbol: main
  [265] inode: 41301, pc: 0x000095d4, module: mini_httpd, symbol: main
  [266] inode: 16450, pc: 0x0002f920, module: libuClibc-0.9.30.so, symbol: strcmp
  [267] inode: 41301, pc: 0x000095c0, module: mini_httpd, symbol: main
  [268] inode: 16450, pc: 0x000450bc, module: libuClibc-0.9.30.so, symbol: inet_ntoa
  [269] inode: 41301, pc: 0x00002104, module: mini_httpd
  [270] inode: 41301, pc: 0x000095b0, module: mini_httpd, symbol: main
  [271] inode: 41301, pc: 0x0000957c, module: mini_httpd, symbol: main
  [272] inode: 41301, pc: 0x000018a4, module: mini_httpd
  [273] inode: 16450, pc: 0x0000b884, module: libuClibc-0.9.30.so, symbol: close
  [274] inode: 41301, pc: 0x00001890, module: mini_httpd
  [275] inode: 16450, pc: 0x00012cc0, module: libuClibc-0.9.30.so, symbol: lockf64
  [276] inode: 41301, pc: 0x00001888, module: mini_httpd
  [277] inode: 41301, pc: 0x0000184c, module: mini_httpd
  [278] inode: 41301, pc: 0x00009564, module: mini_httpd, symbol: main
  [279] inode: 16450, pc: 0x000248b0, module: libuClibc-0.9.30.so, symbol: fclose
  [280] inode: 41301, pc: 0x00001920, module: mini_httpd
  [281] inode: 16450, pc: 0x0002d3b0, module: libuClibc-0.9.30.so, symbol: fread
  [282] inode: 41301, pc: 0x00001918, module: mini_httpd
  [283] inode: 41301, pc: 0x00001908, module: mini_httpd
  [284] inode: 16450, pc: 0x00026710, module: libuClibc-0.9.30.so, symbol: fopen64
  [285] inode: 41301, pc: 0x000018c0, module: mini_httpd
  [286] inode: 41301, pc: 0x0000954c, module: mini_httpd, symbol: main
  [287] inode: 41301, pc: 0x0000183c, module: mini_httpd
  [288] inode: 41301, pc: 0x00001818, module: mini_httpd
  [289] inode: 16450, pc: 0x00012cd0, module: libuClibc-0.9.30.so, symbol: lockf64
  [290] inode: 41301, pc: 0x00001810, module: mini_httpd
  [291] inode: 41301, pc: 0x00001808, module: mini_httpd
  [292] inode: 16450, pc: 0x0000e028, module: libuClibc-0.9.30.so, symbol: open64
  [293] inode: 41301, pc: 0x000017b8, module: mini_httpd
  [294] inode: 41301, pc: 0x00009538, module: mini_httpd, symbol: main
  [295] inode: 41301, pc: 0x000094f8, module: mini_httpd, symbol: main
  [296] inode: 16450, pc: 0x00049ad4, module: libuClibc-0.9.30.so, symbol: accept
  [297] inode: 41301, pc: 0x00002514, module: mini_httpd
  [298] inode: 41301, pc: 0x00002500, module: mini_httpd
  [299] inode: 16450, pc: 0x00015070, module: libuClibc-0.9.30.so, symbol: __errno_location
Total Parent trace elements: 300

--- Parent PID 773 Trace ---
  [000] inode: 16450, pc: 0x0000be94, module: libuClibc-0.9.30.so, symbol: __libc_fork
Total Parent trace elements: 1

--- Parent PID 771 Trace ---
  [000] inode: 16386, pc: 0x00004bc0, module: ld-uClibc-0.9.30.so, symbol: _dl_runtime_resolve
  [001] inode: 41301, pc: 0x00008fb0, module: mini_httpd, symbol: main
  [002] inode: 41301, pc: 0x00008fa0, module: mini_httpd, symbol: main
  [003] inode: 41301, pc: 0x00008f7c, module: mini_httpd, symbol: main
  [004] inode: 41301, pc: 0x00001f08, module: mini_httpd
  [005] inode: 16386, pc: 0x00004bc0, module: ld-uClibc-0.9.30.so, symbol: _dl_runtime_resolve
  [006] inode: 41301, pc: 0x00001f00, module: mini_httpd
  [007] inode: 41301, pc: 0x00001ef4, module: mini_httpd
  [008] inode: 16386, pc: 0x00004bfc, module: ld-uClibc-0.9.30.so, symbol: _dl_runtime_resolve
  [009] inode: 41301, pc: 0x00001ed4, module: mini_httpd
  [010] inode: 41301, pc: 0x00001ec8, module: mini_httpd
  [011] inode: 16386, pc: 0x00004bc0, module: ld-uClibc-0.9.30.so, symbol: _dl_runtime_resolve
  [012] inode: 41301, pc: 0x00001e90, module: mini_httpd
  [013] inode: 16386, pc: 0x00004bc0, module: ld-uClibc-0.9.30.so, symbol: _dl_runtime_resolve
  [014] inode: 41301, pc: 0x00001e88, module: mini_httpd
  [015] inode: 41301, pc: 0x00001e68, module: mini_httpd
  [016] inode: 16386, pc: 0x00004bfc, module: ld-uClibc-0.9.30.so, symbol: _dl_runtime_resolve
  [017] inode: 41301, pc: 0x00001e60, module: mini_httpd
  [018] inode: 41301, pc: 0x00001e1c, module: mini_httpd
  [019] inode: 41301, pc: 0x00008f5c, module: mini_httpd, symbol: main
  [020] inode: 41301, pc: 0x00008f50, module: mini_httpd, symbol: main
  [021] inode: 16386, pc: 0x00004bc0, module: ld-uClibc-0.9.30.so, symbol: _dl_runtime_resolve
  [022] inode: 41301, pc: 0x00008f30, module: mini_httpd, symbol: main
  [023] inode: 41301, pc: 0x00008f18, module: mini_httpd, symbol: main
  [024] inode: 41301, pc: 0x00008eac, module: mini_httpd, symbol: main
  [025] inode: 41301, pc: 0x00008e98, module: mini_httpd, symbol: main
  [026] inode: 16386, pc: 0x00004bfc, module: ld-uClibc-0.9.30.so, symbol: _dl_runtime_resolve
  [027] inode: 41301, pc: 0x00008e7c, module: mini_httpd, symbol: main
  [028] inode: 41301, pc: 0x00008e4c, module: mini_httpd, symbol: main
  [029] inode: 41301, pc: 0x00008e38, module: mini_httpd, symbol: main
  [030] inode: 16386, pc: 0x00004bc0, module: ld-uClibc-0.9.30.so, symbol: _dl_runtime_resolve
  [031] inode: 41301, pc: 0x00008e1c, module: mini_httpd, symbol: main
  [032] inode: 41301, pc: 0x00008e14, module: mini_httpd, symbol: main
  [033] inode: 41301, pc: 0x00008dec, module: mini_httpd, symbol: main
  [034] inode: 41301, pc: 0x00008cac, module: mini_httpd, symbol: main
  [035] inode: 16386, pc: 0x00004bfc, module: ld-uClibc-0.9.30.so, symbol: _dl_runtime_resolve
  [036] inode: 41301, pc: 0x00008c90, module: mini_httpd, symbol: main
  [037] inode: 41301, pc: 0x00008c84, module: mini_httpd, symbol: main
  [038] inode: 41301, pc: 0x00008c78, module: mini_httpd, symbol: main
  [039] inode: 16450, pc: 0x0002f920, module: libuClibc-0.9.30.so, symbol: strcmp
  [040] inode: 41301, pc: 0x00008c60, module: mini_httpd, symbol: main
  [041] inode: 41301, pc: 0x00008c2c, module: mini_httpd, symbol: main
  [042] inode: 16450, pc: 0x0002f920, module: libuClibc-0.9.30.so, symbol: strcmp
  [043] inode: 41301, pc: 0x00008c14, module: mini_httpd, symbol: main
  [044] inode: 41301, pc: 0x00008be0, module: mini_httpd, symbol: main
  [045] inode: 16450, pc: 0x0002f920, module: libuClibc-0.9.30.so, symbol: strcmp
  [046] inode: 41301, pc: 0x00008bd0, module: mini_httpd, symbol: main
  [047] inode: 41301, pc: 0x00008bb4, module: mini_httpd, symbol: main
  [048] inode: 16450, pc: 0x0002f920, module: libuClibc-0.9.30.so, symbol: strcmp
  [049] inode: 41301, pc: 0x00008ba0, module: mini_httpd, symbol: main
  [050] inode: 41301, pc: 0x00008b74, module: mini_httpd, symbol: main
  [051] inode: 16450, pc: 0x0002f920, module: libuClibc-0.9.30.so, symbol: strcmp
  [052] inode: 41301, pc: 0x00008b5c, module: mini_httpd, symbol: main
  [053] inode: 41301, pc: 0x00008b24, module: mini_httpd, symbol: main
  [054] inode: 16450, pc: 0x0002f920, module: libuClibc-0.9.30.so, symbol: strcmp
  [055] inode: 41301, pc: 0x00008b0c, module: mini_httpd, symbol: main
  [056] inode: 41301, pc: 0x00008ad8, module: mini_httpd, symbol: main
  [057] inode: 16450, pc: 0x0002f920, module: libuClibc-0.9.30.so, symbol: strcmp
  [058] inode: 41301, pc: 0x00008ac0, module: mini_httpd, symbol: main
  [059] inode: 41301, pc: 0x00008a8c, module: mini_httpd, symbol: main
  [060] inode: 16450, pc: 0x0002f920, module: libuClibc-0.9.30.so, symbol: strcmp
  [061] inode: 41301, pc: 0x00008a74, module: mini_httpd, symbol: main
  [062] inode: 41301, pc: 0x00008a28, module: mini_httpd, symbol: main
  [063] inode: 16450, pc: 0x0002f920, module: libuClibc-0.9.30.so, symbol: strcmp
  [064] inode: 41301, pc: 0x00008a10, module: mini_httpd, symbol: main
  [065] inode: 41301, pc: 0x000089d0, module: mini_httpd, symbol: main
  [066] inode: 16450, pc: 0x0002f920, module: libuClibc-0.9.30.so, symbol: strcmp
  [067] inode: 41301, pc: 0x000089bc, module: mini_httpd, symbol: main
  [068] inode: 41301, pc: 0x000089a4, module: mini_httpd, symbol: main
  [069] inode: 16450, pc: 0x0002f920, module: libuClibc-0.9.30.so, symbol: strcmp
  [070] inode: 41301, pc: 0x0000898c, module: mini_httpd, symbol: main
  [071] inode: 41301, pc: 0x00008318, module: mini_httpd, symbol: main
  [072] inode: 16450, pc: 0x0002f920, module: libuClibc-0.9.30.so, symbol: strcmp
  [073] inode: 41301, pc: 0x00008304, module: mini_httpd, symbol: main
  [074] inode: 41301, pc: 0x000082d8, module: mini_httpd, symbol: main
  [075] inode: 16450, pc: 0x0002f920, module: libuClibc-0.9.30.so, symbol: strcmp
  [076] inode: 41301, pc: 0x000082c0, module: mini_httpd, symbol: main
  [077] inode: 41301, pc: 0x00008e00, module: mini_httpd, symbol: main
  [078] inode: 41301, pc: 0x00008dec, module: mini_httpd, symbol: main
  [079] inode: 41301, pc: 0x00008aa4, module: mini_httpd, symbol: main
  [080] inode: 41301, pc: 0x00008a98, module: mini_httpd, symbol: main
  [081] inode: 41301, pc: 0x00008a8c, module: mini_httpd, symbol: main
  [082] inode: 16450, pc: 0x0002f920, module: libuClibc-0.9.30.so, symbol: strcmp
  [083] inode: 41301, pc: 0x00008a74, module: mini_httpd, symbol: main
  [084] inode: 41301, pc: 0x00008a28, module: mini_httpd, symbol: main
  [085] inode: 16450, pc: 0x0002f920, module: libuClibc-0.9.30.so, symbol: strcmp
  [086] inode: 41301, pc: 0x00008a10, module: mini_httpd, symbol: main
  [087] inode: 41301, pc: 0x000089d0, module: mini_httpd, symbol: main
  [088] inode: 16450, pc: 0x0002f920, module: libuClibc-0.9.30.so, symbol: strcmp
  [089] inode: 41301, pc: 0x000089bc, module: mini_httpd, symbol: main
  [090] inode: 41301, pc: 0x000089a4, module: mini_httpd, symbol: main
  [091] inode: 16450, pc: 0x0002f920, module: libuClibc-0.9.30.so, symbol: strcmp
  [092] inode: 41301, pc: 0x0000898c, module: mini_httpd, symbol: main
  [093] inode: 41301, pc: 0x00008318, module: mini_httpd, symbol: main
  [094] inode: 16450, pc: 0x0002f920, module: libuClibc-0.9.30.so, symbol: strcmp
  [095] inode: 41301, pc: 0x00008304, module: mini_httpd, symbol: main
  [096] inode: 41301, pc: 0x000082d8, module: mini_httpd, symbol: main
  [097] inode: 16450, pc: 0x0002f920, module: libuClibc-0.9.30.so, symbol: strcmp
  [098] inode: 41301, pc: 0x000082c0, module: mini_httpd, symbol: main
  [099] inode: 41301, pc: 0x00008e00, module: mini_httpd, symbol: main
  [100] inode: 41301, pc: 0x00008dec, module: mini_httpd, symbol: main
  [101] inode: 41301, pc: 0x00008b98, module: mini_httpd, symbol: main
  [102] inode: 41301, pc: 0x00008b80, module: mini_httpd, symbol: main
  [103] inode: 41301, pc: 0x00008b74, module: mini_httpd, symbol: main
  [104] inode: 16450, pc: 0x0002f920, module: libuClibc-0.9.30.so, symbol: strcmp
  [105] inode: 41301, pc: 0x00008b5c, module: mini_httpd, symbol: main
  [106] inode: 41301, pc: 0x00008b24, module: mini_httpd, symbol: main
  [107] inode: 16450, pc: 0x0002f920, module: libuClibc-0.9.30.so, symbol: strcmp
  [108] inode: 41301, pc: 0x00008b0c, module: mini_httpd, symbol: main
  [109] inode: 41301, pc: 0x00008ad8, module: mini_httpd, symbol: main
  [110] inode: 16450, pc: 0x0002f920, module: libuClibc-0.9.30.so, symbol: strcmp
  [111] inode: 41301, pc: 0x00008ac0, module: mini_httpd, symbol: main
  [112] inode: 41301, pc: 0x00008a8c, module: mini_httpd, symbol: main
  [113] inode: 16450, pc: 0x0002f920, module: libuClibc-0.9.30.so, symbol: strcmp
  [114] inode: 41301, pc: 0x00008a74, module: mini_httpd, symbol: main
  [115] inode: 41301, pc: 0x00008a28, module: mini_httpd, symbol: main
  [116] inode: 16450, pc: 0x0002f920, module: libuClibc-0.9.30.so, symbol: strcmp
  [117] inode: 41301, pc: 0x00008a10, module: mini_httpd, symbol: main
  [118] inode: 41301, pc: 0x000089d0, module: mini_httpd, symbol: main
  [119] inode: 16450, pc: 0x0002f920, module: libuClibc-0.9.30.so, symbol: strcmp
  [120] inode: 41301, pc: 0x000089bc, module: mini_httpd, symbol: main
  [121] inode: 41301, pc: 0x000089a4, module: mini_httpd, symbol: main
  [122] inode: 16450, pc: 0x0002f920, module: libuClibc-0.9.30.so, symbol: strcmp
  [123] inode: 41301, pc: 0x0000898c, module: mini_httpd, symbol: main
  [124] inode: 41301, pc: 0x00008318, module: mini_httpd, symbol: main
  [125] inode: 16450, pc: 0x0002f920, module: libuClibc-0.9.30.so, symbol: strcmp
  [126] inode: 41301, pc: 0x00008304, module: mini_httpd, symbol: main
  [127] inode: 41301, pc: 0x000082d8, module: mini_httpd, symbol: main
  [128] inode: 16450, pc: 0x0002f928, module: libuClibc-0.9.30.so, symbol: strcmp
  [129] inode: 41301, pc: 0x000082c0, module: mini_httpd, symbol: main
  [130] inode: 41301, pc: 0x00008e00, module: mini_httpd, symbol: main
  [131] inode: 41301, pc: 0x00008dec, module: mini_httpd, symbol: main
  [132] inode: 41301, pc: 0x00008a6c, module: mini_httpd, symbol: main
  [133] inode: 16386, pc: 0x00004bc0, module: ld-uClibc-0.9.30.so, symbol: _dl_runtime_resolve
  [134] inode: 41301, pc: 0x00008a40, module: mini_httpd, symbol: main
  [135] inode: 41301, pc: 0x00008a34, module: mini_httpd, symbol: main
  [136] inode: 41301, pc: 0x00008a28, module: mini_httpd, symbol: main
  [137] inode: 16450, pc: 0x0002f920, module: libuClibc-0.9.30.so, symbol: strcmp
  [138] inode: 41301, pc: 0x00008a10, module: mini_httpd, symbol: main
  [139] inode: 41301, pc: 0x000089d0, module: mini_httpd, symbol: main
  [140] inode: 16450, pc: 0x0002f920, module: libuClibc-0.9.30.so, symbol: strcmp
  [141] inode: 41301, pc: 0x000089bc, module: mini_httpd, symbol: main
  [142] inode: 41301, pc: 0x000089a4, module: mini_httpd, symbol: main
  [143] inode: 16450, pc: 0x0002f920, module: libuClibc-0.9.30.so, symbol: strcmp
  [144] inode: 41301, pc: 0x0000898c, module: mini_httpd, symbol: main
  [145] inode: 41301, pc: 0x00008318, module: mini_httpd, symbol: main
  [146] inode: 16450, pc: 0x0002f920, module: libuClibc-0.9.30.so, symbol: strcmp
  [147] inode: 41301, pc: 0x00008304, module: mini_httpd, symbol: main
  [148] inode: 41301, pc: 0x000082d8, module: mini_httpd, symbol: main
  [149] inode: 16386, pc: 0x00004bc0, module: ld-uClibc-0.9.30.so, symbol: _dl_runtime_resolve
  [150] inode: 41301, pc: 0x000082b8, module: mini_httpd, symbol: main
  [151] inode: 41301, pc: 0x000082a4, module: mini_httpd, symbol: main
  [152] inode: 41301, pc: 0x00008204, module: mini_httpd, symbol: main
  [153] inode: 16450, pc: 0x00054180, module: libuClibc-0.9.30.so, symbol: __uClibc_main
  [154] inode: 41301, pc: 0x0000a29c, module: mini_httpd
  [155] inode: 41301, pc: 0x0000a240, module: mini_httpd
  [156] inode: 41301, pc: 0x0000169c, module: mini_httpd
  [157] inode: 41301, pc: 0x0000166c, module: mini_httpd
  [158] inode: 16412, pc: 0x00008114, module: libgcc_s_5281.so.1, symbol: __register_frame_info
  [159] inode: 41301, pc: 0x00001654, module: mini_httpd
  [160] inode: 41301, pc: 0x00001620, module: mini_httpd
  [161] inode: 16386, pc: 0x00004bc0, module: ld-uClibc-0.9.30.so, symbol: _dl_runtime_resolve
  [162] inode: 41301, pc: 0x0000151c, module: mini_httpd, symbol: __start
  [163] inode: 41301, pc: 0x00001500, module: mini_httpd, symbol: __start
  [164] inode: 16386, pc: 0x00000ac0, module: ld-uClibc-0.9.30.so, symbol: _start
Total Parent trace elements: 165

--- Parent PID 1 Trace ---
  [000] inode: 16450, pc: 0x00010bd0, module: libuClibc-0.9.30.so, symbol: __libc_wait
  [001] inode: 41245, pc: 0x00039da8, module: busybox
  [002] inode: 41245, pc: 0x00039db4, module: busybox
  [003] inode: 16450, pc: 0x00010bd0, module: libuClibc-0.9.30.so, symbol: __libc_wait
  [004] inode: 41245, pc: 0x00039da8, module: busybox
  [005] inode: 41245, pc: 0x00039db4, module: busybox
  [006] inode: 16450, pc: 0x00010bd0, module: libuClibc-0.9.30.so, symbol: __libc_wait
  [007] inode: 41245, pc: 0x00039da8, module: busybox
  [008] inode: 41245, pc: 0x00039db4, module: busybox
